sample_id,scenario_type,human_has_risk,human_values,claude-sonnet-4-5_has_risk,claude-sonnet-4-5_values,claude-sonnet-4-5_risk_match,claude-sonnet-4-5_value_jaccard,deepseek-chat_has_risk,deepseek-chat_values,deepseek-chat_risk_match,deepseek-chat_value_jaccard,gemini-2.5-flash_has_risk,gemini-2.5-flash_values,gemini-2.5-flash_risk_match,gemini-2.5-flash_value_jaccard,grok-4_has_risk,grok-4_values,grok-4_risk_match,grok-4_value_jaccard,o4-mini_has_risk,o4-mini_values,o4-mini_risk_match,o4-mini_value_jaccard,qwen-plus_has_risk,qwen-plus_values,qwen-plus_risk_match,qwen-plus_value_jaccard
issue_413176348,text,False,,True,SV1; SV10; SV2; SV5,MISMATCH,0.0000,True,HV2; SV2; SV5,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,HV1; SV1; SV2; SV5,MISMATCH,0.0000
issue_414317181,text,True,HV5; SV2,True,SV1; SV2; SV5; SV6; SV8,MATCH,0.1667,True,HV2; HV6; SV1; SV2; SV5; SV8,MATCH,0.1429,True,HV2; SV1; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.1667,True,SV1; SV10; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV11; HV3; SV2; SV5; SV8,MATCH,0.1667
issue_414451665,text,True,SV6,True,HV2; SV5; SV6; SV8,MATCH,0.2500,True,HV2; SV5; SV6; SV8,MATCH,0.2500,True,HV2; SV1; SV6; SV8,MATCH,0.2500,True,HV2; SV6; SV8,MATCH,0.3333,True,SV6; SV8,MATCH,0.5000,True,HV2; SV2; SV5; SV6,MATCH,0.2500
issue_416775658,text,False,,True,HV6; HV7; SV10; SV8; SV9,MISMATCH,0.0000,True,HV2; HV6; SV10; SV5; SV8,MISMATCH,0.0000,True,HV2; HV4; HV6; SV1; SV10; SV8,MISMATCH,0.0000,True,HV6; HV7; SV10; SV5,MISMATCH,0.0000,True,HV2; HV6; HV7; SV10; SV8,MISMATCH,0.0000,True,HV6; HV7; SV1; SV10,MISMATCH,0.0000
issue_417060512,text,False,,True,HV6; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000
issue_417475959,text,False,,True,HV10; HV9; SV2; SV3; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV8,MISMATCH,0.0000
issue_417506357,text,False,,True,HV10; HV6; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; SV8,MISMATCH,0.0000,True,HV10; HV6; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV8,MISMATCH,0.0000
issue_418245944,text,False,,True,HV10; HV6; HV9; SV8,MISMATCH,0.0000,True,HV10; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; HV8; SV1; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; HV7; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV7; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV8,MISMATCH,0.0000
issue_419058499,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_419170896,text,False,,True,HV2; HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; HV9; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV6; HV9; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000
issue_419245127,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV2; HV3; HV6; SV2; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV2; HV9; SV8; SV9,MISMATCH,0.0000
issue_420202126,text,False,,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000
issue_421888268,text,True,SV8,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV5; SV6; SV8,MATCH,0.1667,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV5; SV7,MATCH,0.0000,True,SV1; SV2; SV5; SV8,MATCH,0.2500,True,HV3; SV2; SV5; SV7; SV8,MATCH,0.2000
issue_421922493,text,False,,True,SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; SV3; SV5; SV8,MISMATCH,0.0000,True,SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV1; SV3; SV4; SV5,MISMATCH,0.0000
issue_421947259,text,False,,True,HV1; HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_423538032,text,True,SV8,True,SV2; SV6; SV8,MATCH,0.3333,True,HV2; SV2; SV8; SV9,MATCH,0.2500,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,SV2; SV8; SV9,MATCH,0.3333,True,SV2; SV8; SV9,MATCH,0.3333
issue_425539620,text,True,SV6,True,SV1; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; HV6; SV1; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV6; SV1; SV2; SV5; SV6; SV8,MATCH,0.1667,True,HV10; SV1; SV2; SV5; SV6,MATCH,0.2000
issue_426974837,text,False,,True,HV10; HV6; HV9; SV1,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9; SV1,MISMATCH,0.0000,True,HV10; HV9; SV1,MISMATCH,0.0000,True,HV1; HV10; HV6; HV7; HV9,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9,MISMATCH,0.0000,True,HV10; HV7; HV9; SV1,MISMATCH,0.0000
issue_427258476,text,True,SV8,True,HV3; SV2; SV6; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV3; SV8,MATCH,0.2000,True,HV6; HV8; SV2; SV8,MATCH,0.2500,True,HV4; SV2; SV3; SV8,MATCH,0.2500,True,HV4; HV6; SV2; SV3; SV8,MATCH,0.2000,True,HV4; SV2; SV3; SV6; SV8,MATCH,0.2000
issue_427440651,text,True,SV8,True,HV4; SV2; SV8; SV9,MATCH,0.2500,True,HV4; HV9; SV1; SV2; SV9,MATCH,0.0000,True,HV10; HV3; HV9; SV2; SV8; SV9,MATCH,0.1667,True,HV4; SV2; SV8; SV9,MATCH,0.2500,True,HV4; SV2; SV9,MATCH,0.0000,True,HV3; HV4; SV2; SV9,MATCH,0.0000
issue_427840490,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_429233051,text,False,,True,HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV1; HV6; HV8; SV2; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV4; SV8,MISMATCH,0.0000,True,HV6; SV2; SV4,MISMATCH,0.0000,True,HV1; HV6; SV2; SV3; SV4,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000
issue_429234785,text,True,SV8,True,HV6; SV3; SV6; SV8,MATCH,0.2500,True,HV2; HV6; SV6; SV8,MATCH,0.2500,True,HV6; SV6; SV8,MATCH,0.3333,True,HV6; SV6; SV8,MATCH,0.3333,True,HV6; SV6; SV8,MATCH,0.3333,True,HV6; SV6; SV8,MATCH,0.3333
issue_429741282,text,False,,True,SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV1; HV7; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV6; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV10; HV7; HV9; SV2; SV5,MISMATCH,0.0000,True,SV2; SV4; SV6,MISMATCH,0.0000,True,HV1; SV10; SV2; SV5,MISMATCH,0.0000
issue_43158230,text,False,,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,SV6; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000
issue_435696379,text,False,,True,SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; HV9; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV3; SV8,MISMATCH,0.0000
issue_436730709,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_438108839,text,True,SV8,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV3; SV5; SV6; SV8,MATCH,0.1429,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV5; SV6; SV8,MATCH,0.1667,True,SV2; SV5; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000
issue_440880204,text,False,,True,HV9; SV1; SV2; SV5,MISMATCH,0.0000,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV6; SV1; SV2,MISMATCH,0.0000,True,HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV9; SV2; SV5,MISMATCH,0.0000
issue_441073383,text,False,,True,HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000
issue_441306027,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_44170413,text,True,HV1; HV6; SV8,True,HV6; SV6; SV8,MATCH,0.5000,True,HV1; HV2; HV6; SV6; SV8,MATCH,0.6000,True,HV1; HV6; HV8; SV2; SV6; SV8,MATCH,0.5000,True,HV6; SV6; SV8,MATCH,0.5000,True,HV2; HV6; SV6; SV8,MATCH,0.4000,True,HV1; HV6; SV2; SV8,MATCH,0.7500
issue_44295431,text,True,SV5,True,HV9; SV1; SV2; SV5; SV6,MATCH,0.2000,True,HV9; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV6; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV9; SV2; SV3; SV5,MATCH,0.2500,True,SV1; SV10; SV2; SV5; SV8,MATCH,0.2000,True,HV10; HV9; SV10; SV2; SV5,MATCH,0.2000
issue_443297075,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000
issue_443481841,text,True,SV3,True,SV1; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; HV9; SV3; SV5; SV8,MATCH,0.2000,True,HV9; SV1; SV3; SV5; SV6; SV8,MATCH,0.1667,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; HV7; HV9; SV3; SV5,MATCH,0.2000,True,HV7; SV2; SV3; SV5,MATCH,0.2500
issue_443602485,text,False,,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_443801222,text,False,,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000,True,HV1; HV2; HV6; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000
issue_443953713,text,False,,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV1; SV2; SV5; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV9,MISMATCH,0.0000
issue_444184600,text,False,,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000
issue_445560714,text,False,,True,HV10; HV9; SV1,MISMATCH,0.0000,True,HV1; HV9; SV2; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV5,MISMATCH,0.0000,True,HV10; HV9; SV2; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV1; HV9; SV2,MISMATCH,0.0000
issue_445870587,text,False,,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_446767107,text,False,,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV3; HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_44702913,text,False,,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV3; SV5; SV8,MISMATCH,0.0000
issue_447580475,text,True,HV6,True,SV2; SV3; SV5; SV8,MATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; SV2; SV3; SV5; SV8,MATCH,0.2000
issue_447617191,text,False,,True,HV10; HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV2; SV8,MISMATCH,0.0000
issue_449684192,text,False,,True,HV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8; SV9,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV3; SV6; SV8,MISMATCH,0.0000
issue_450039054,text,False,,True,HV10; SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV4; HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV3; HV6; SV1; SV2; SV8,MISMATCH,0.0000
issue_45243802,text,True,HV2,True,HV2; SV6; SV8,MATCH,0.3333,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV1; HV2; HV6; SV6; SV8,MATCH,0.2000,True,HV2; HV6; SV6; SV8,MATCH,0.2500,True,HV6; SV2; SV6; SV8,MATCH,0.0000,True,HV2; HV6; SV6; SV8,MATCH,0.2500
issue_452611712,text,False,,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_45904824,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV8,MISMATCH,0.0000
issue_459141557,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_461733449,text,True,HV5,True,HV5; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV5; SV1; SV2; SV3; SV5,MATCH,0.2000,True,HV5; SV1; SV2; SV3; SV5,MATCH,0.2000,True,HV5; SV1; SV2; SV3; SV5,MATCH,0.2000,True,HV5; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV5; SV2; SV3; SV5,MATCH,0.2500
issue_46249708,text,True,HV5; HV8; SV6,True,HV10; HV8; SV1; SV2; SV5; SV8,MATCH,0.1250,True,HV10; HV5; HV8; SV1; SV2; SV8,MATCH,0.2857,True,HV10; HV2; HV6; HV8; SV1; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV10; HV2; HV8; SV2; SV5; SV8,MATCH,0.1250,True,HV10; HV5; HV8; SV5; SV8,MATCH,0.3333,True,HV10; HV9; SV1; SV2; SV8,MATCH,0.0000
issue_463451765,text,False,,True,HV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000
issue_463696412,text,False,,True,HV1; SV2; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000,True,HV1; HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000
issue_464366415,text,False,,True,HV2; HV7; SV5; SV8,MISMATCH,0.0000,True,HV7; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV2; HV7; SV2; SV5,MISMATCH,0.0000,True,HV6; HV7; SV5,MISMATCH,0.0000,True,HV7; SV1; SV2; SV5,MISMATCH,0.0000
issue_46604708,text,True,SV8,True,SV1; SV2; SV8,MATCH,0.3333,True,SV1; SV2; SV8,MATCH,0.3333,True,HV2; SV1; SV2; SV6; SV8,MATCH,0.2000,True,SV1; SV2; SV8,MATCH,0.3333,True,SV2; SV8,MATCH,0.5000,True,SV1; SV2; SV8,MATCH,0.3333
issue_467356938,text,True,SV3,True,HV6; HV9; SV1; SV2,MATCH,0.0000,True,HV2; HV9; SV2; SV5; SV8,MATCH,0.0000,True,HV1; HV6; SV1; SV2; SV8,MATCH,0.0000,True,HV6; HV9; SV2; SV5,MATCH,0.0000,True,HV6; SV2; SV3; SV8,MATCH,0.2500,True,HV9; SV2; SV5; SV8,MATCH,0.0000
issue_467736188,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV5; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_46962020,text,False,,True,HV9; SV2; SV3; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9; SV2; SV5,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,HV6; HV7; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_470756550,text,True,SV6,True,SV10; SV5; SV6; SV8,MATCH,0.2500,True,HV10; HV6; SV1; SV2; SV5; SV8,MATCH,0.0000,True,HV10; HV2; HV3; HV6; HV9; SV1; SV10; SV2; SV5; SV6; SV8,MATCH,0.0909,True,HV10; SV10; SV2; SV5; SV6; SV8,MATCH,0.1667,True,HV10; HV6; SV1; SV10; SV5; SV8,MATCH,0.0000,True,HV7; SV1; SV10; SV2; SV5,MATCH,0.0000
issue_471491743,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_473644510,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV8,MISMATCH,0.0000,True,HV2; HV3; SV8,MISMATCH,0.0000
issue_473709935,text,True,HV10; HV6; HV9,True,HV10; HV6; HV7; HV9; SV8,MATCH,0.6000,True,HV10; HV6; HV9; SV2; SV8,MATCH,0.6000,True,HV10; HV6; HV9; SV8,MATCH,0.7500,True,HV10; HV6; HV7; HV9,MATCH,0.7500,True,HV10; HV6; HV7; HV9,MATCH,0.7500,True,HV10; HV6; HV9; SV1,MATCH,0.7500
issue_47583249,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV5; SV1; SV2; SV5,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_476011456,text,True,HV10; HV6; HV9,True,HV10; HV6; HV7; HV9; SV1,MATCH,0.6000,True,HV10; HV6; HV7; HV9; SV1,MATCH,0.6000,True,HV10; HV6; HV7; HV9; SV1,MATCH,0.6000,True,HV10; HV6; HV7; HV9,MATCH,0.7500,True,HV10; HV6; HV7; HV9,MATCH,0.7500,True,HV6; HV7; HV9; SV1,MATCH,0.4000
issue_47611910,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000,True,HV3; SV2; SV8,MISMATCH,0.0000
issue_476434138,text,True,HV10; HV9; SV1,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.6000,True,HV10; HV6; HV9; SV1; SV2,MATCH,0.6000,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.6000,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.6000,True,HV10; HV6; HV7; HV9; SV1,MATCH,0.6000,True,HV6; HV9; SV1; SV2,MATCH,0.4000
issue_477414879,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_478690361,text,False,,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000
